event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,checkins,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"43","Y","People R Us: Geeks of Color","2019-05-03 16:00:00","2019-05-03 18:00:00","Diversity","","If you've ever walked the halls of Penguicon during a break between tracks, you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together, relax, and start meaningful conversations. Focus: Geeks of Color","","","","","0","2","0","N","People R Us [1017]","","","","","","","","","","","","bfb8bfd55ce1615a7772e920c4764fbd","931374","Meredith Carson","","","","",""
"392","Y","Author Office Hours with BluRaven C. Houvener","2019-05-04 17:00:00","2019-05-04 18:00:00","Lit","","Have a question about life, the universe, or publishing? Come chat with the author and find out all the answers to your burning questions.","","","","","0","0","0","N","Writer's Block ","","","","","","","","","","","","bfd5d0bf4590130f7b8148353d779aa3","935101","BluRaven C. Houvener","","","","",""
"194","Y","The Art of the Query","2019-05-04 16:00:00","2019-05-04 17:00:00","Lit","","What does it take to stand out in a slush pile? Authors and editors describe techniques—beyond the basics of query structure—that make pitches grab attention.","","","","","0","7","0","N","EMC I","","","","","","","","","","","","c0c7d7210f792d8b402f5cf149d00017","931377","Mary Lynne Gibbs, Christine Daigle, Claire Winn","","","","",""
"90","Y","Whiskey of the West","2019-05-03 21:00:00","2019-05-03 22:00:00","Food","","For our annual journey into our favorite spirit, this year's theme will be an exploration of some interesting craft brands from west of the Mississippi.","","","","","0","16","0","N","Food [317]","","","","","","","","","","","","c0cc0d6108238d4afeeeb42a522be854","931350","Greg Williams, Katie Buffone","","","","",""
"200","Y","Subversive Fairy Tales","2019-05-04 18:00:00","2019-05-04 19:00:00","Lit","","Modern literature has rediscovered fairy tales, but these aren't your typical Brother's Grimm stories. They're darker, grittier, and you might not get the happy ending you expected. Come see how fairy tales have grown up, and how they might be closer to their original forms than the ones you knew as a child.","","","","","0","22","0","N","Charlevoix B","","","","","","","","","","","","c18a97cadbf7e403e76f74914deefae9","931344","Janea Schimmel, Cassandra Morgan","","","","",""
"97","Y","LN2 Sunday Brunch Ice Cream","2019-05-05 11:00:00","2019-05-05 13:00:00","Food","","Brunch flavor frozen treats such as orange sorbet, coffee/tea ice cream, and a cereal experiment. We'll also teach the basics (safety, proportions) and coach anyone who wants to learn to stir or do all this on their own! As a reminder, we make inclusive ice cream. We have non-dairy bases and sugar-free sweeteners on hand. We're prepared if you speak up. We want everyone to be able to enjoy!","","","","","0","15","0","N","LN2 [Hamlin]","","","","","","","","","","","","c22a5cf3d352f26ab11524fb0c4a57e4","931383","Sarah Elkins, Phil Salkie","","","","",""
"251","Y","Podcasting Workshop","2019-05-04 20:00:00","2019-05-04 21:00:00","Media","","Have more questions after 'Podcasting 101?' This session will be a deep-dive into topics of interest to the audience.","","","","","0","4","0","N","Charlevoix A","","","","","","","","","","","","c381c6909757f476bac285cfea244515","931323","Dave Phillips","","","","",""
"280","Y","Coffee Ritual","2019-05-04 10:00:00","2019-05-04 11:00:00","Penguicon","","Back by popular demand, the Pope of Coffee shall blesspresso The Holy Of Holies: the most theatrical brewing method ever devised. The acolytes will serve the Holy Liquid unto the congregation, who shall raise the sacrament to the east, and in unison, recite the litany 'God, I needed that!' Look for a blend of cafe'ths such as Press-byterian, Buzzentine, Sipiscopal, and even Atheismericano.","","","","","0","16","0","N","Nicolet","","","","","","","","","","","","c4504e5185c9da043d429b784007f12d","931329","Matt Arnold","","","","",""
"91","Y","CMP Kitchen: Mad Food Science Continuing Education Credits","2019-05-04 15:00:00","2019-05-04 16:00:00","Food","","The folks at Cine Mal Practice have a love/hate relationship with innovative food. We've made sauerkraut chocolate cake, bacon fat ginger snaps, and Velveeta fudge all in the name of SCIENCE! Some recipes hit the spot, some don't. Come join us for a 'how to make peep sushi' demonstration and taste some of the odder things we've made. Recipes will be available. Bring your own weird food recipe to trade if you want.","","","","","0","9","0","N","Food [317]","","","","","","","","","","","","c498e84d3985525342f772d90cd8b707","931350","Jeanette Quirk, Matthew Quirk, Amy Conlon, Kevin Hogan","","","","",""
"226","Y","BoF: Developing an Open Source Novel","2019-05-03 22:00:00","2019-05-03 23:00:00","Lit","","Birds of a Feather: Many people consider releasing a novel under a Creative Commons Sharealike license to be the literary equivalent of an open source project. But this ignores the initial development process through initial release. Can all the principles of open source software development (iterative, incremental, and distributed development) and its tools (bug tracking, version control and project forking) be used to create a true open source novel? If so, what might that look like? Join us to discuss the feasibility of creating a truly open source novel.<br />","","","","","0","0","0","N","Baldwin","","","","","","","","","","","","c4cf083349d238b281cb8e20d53a8af3","931389","","","","","",""
"29","Y","Steven Universe Sing-A-Long - with Ukuleles!","2019-05-04 18:00:00","2019-05-04 19:00:00","Anime","","All we wanna do, is see you turn into, a giant woman (A GIANT WOMAN!) - and sing along with us! Whether or not you have a ukulele, join us as we sing and play some of our favorite songs from this incredible show. Don't know how to play the ukulele? We can teach you basic chords! Come and share this jam with us!","","","","","0","13","0","N","Algonquin A","","","","","","","","","","","","c50d6ebe8372e522f33563af8db9b611","931341","Edward L. Platt, Sam Letvin","","","","",""
"315","Y","Moving up to Manual Mode","2019-05-04 19:00:00","2019-05-04 20:00:00","Tech","","Full auto is great, but sometimes you just want to take total control. Learn the trade-offs involved in taking your camera to manual mode.","","","","","0","3","0","N","EMC V","","","","","","","","","","","","c5d2d7abb2c5dad5778f94502ba2671d","931353","Kevin Nickerson","","","","",""
"92","Y","Multiple Ways To Make a Grilled Cheese","2019-05-03 17:00:00","2019-05-03 18:00:00","Food","","Come learn several ways to reach the same result, a grilled cheese, or at least melted cheese between two pieces of bread. Some methods will taste better than others, and all will be sampled.","","","","","0","16","0","N","Food [317]","","","","","","","","","","","","c5d92f63871b546edd2d1cd05b2af743","931350","Justin Winkelman","","","","",""
"66","Y","Bicycle Maintenance 101","2019-05-04 13:00:00","2019-05-04 14:00:00","DIY","","An extensive look into complete bicycle repair. Basic to advanced repair will be demonstrated, from flat repair to complete tune-up. Disc brakes and wheel truing/straightening will be covered in this presentation. The mechanic presenting this demonstration has 20+ years of shop experience.","","","","","0","9","0","N","EMC III","","","","","","","","","","","","c75fe425c8d8c1bb020e3f01532f6a5c","931356","Joseph Leal","","","","",""
"118","Y","7 Wonders","2019-05-03 19:00:00","2019-05-03 20:00:00","Gaming","","BG 2-7 players; You are the leader of one of the 7 great cities of the Ancient World. Gather resources, develop commercial routes, affirm your military supremacy. Build your city and erect an architectural wonder.","","","","","0","2","0","N","Gaming (TC's Room)","","","","","","","","","","","","c7885a5e26afae31929bfd684b7be7f8","931386","Heather Williams","","","","",""
"173","Y","STIs: Facts, Fictions, and Fables","2019-05-03 21:00:00","2019-05-03 22:00:00","Life","","This presentation will take a look at the social history of STI prevention from the 20th century to the present. It will address how facts and social conditions shaped prevention strategies both then and now. When we look at what is actually true about STIs in terms of actual risk, treatments available, and prevention, we see how sex-negative beliefs still influence our perceptions. We will discuss ways of combating stigma within ourselves and how to talk to our partners and potential partners about risk. <br />","","","","","0","5","0","N","Charlevoix B","","","","","","","","","","","","c952bcd3ede0decfb10ceeed318fe453","931344","Janice Gutfreund","","","","",""
"141","Y","Augsburg 1520","2019-05-05 13:00:00","2019-05-05 15:00:00","Gaming","","BG 2-5; Players assume the role of the merchants from Augsburg and try to get what they can -- by means of auctions -- from the nobility, thus increasing their wealth and particularly their social status.","","","","","0","0","0","N","Gaming (TC's Room)","","","","","","","","","","","","c95346c9218165786f10b86b1083349c","931386","Mike Dudash","","","","",""
"283","Y","Incorporating STEM in the Classroom","2019-05-05 12:00:00","2019-05-05 13:00:00","Science","","Join us for a discussion about how to get kids excited about tech and STEM!","","","","","0","3","0","N","Nicolet","","","","","","","","","","","","c9c0301646d8df92e5c3d8e00c143bf8","931329","Frannie, Mary Fitzpatrick","","","","",""
"168","Y","An Introduction to Mondo Zen and the Importance of Meditation","2019-05-04 13:00:00","2019-05-04 14:00:00","Life","","This talk will discuss and explore a modern interpretation of Japanese Rinzai Zen. We will discuss insight and emotional koan practice and the necessity of Zazen (Zen meditation) in daily life. Hosted by Hokyo, a priest of Hollow Bones Zen.","","","","","0","20","0","N","EMC IV","","","","","","","","","","","","c9e3251561dced2c7e00c1851b85190b","931359","Hokyo Yoi Inu","","","","",""
"381","Y","Reading: Ken Schrader","2019-05-04 18:00:00","2019-05-04 19:00:00","Lit","","The authors read from their works.","","","","","0","0","0","N","Author Readings Room","","","","","","","","","","","","ca32264a4aaa8ac48de6479a48789799","935098","Ken Schrader","","","","",""
"217","Y","Authors Should Play with Dead Things","2019-05-04 17:00:00","2019-05-04 18:00:00","Lit","","Vampires, werewolves, demons, for centuries they have been the villains of our tales...but what if you want to write them as heroes? The panel will discuss the creation of believable supernatural characters and the worlds they populate.","","","","","0","12","0","N","Baldwin","","","","","","","","","","","","cbcfe775d5ec0e12dd2cc605c982457b","931389","Nicole E. Castle, Mary Lynne Gibbs, Michael Cieslak, Colleen Nye","","","","",""
"366","Y","Star Trek: Five-Year Mission","2019-05-03 21:00:00","2019-05-03 22:00:00","Gaming","","BG 3-7 players Boldly roll where no one has rolled before","","","","","0","1","0","N","Gaming (TC's Room)","","","","","","","","","","","","ccd4d238c13fde43e31f421fe18295a9","931386","Fred Paffhausen","","","","",""
"34","Y","Cosplay Pics 101, Posing In Costume","2019-05-04 15:00:00","2019-05-04 17:00:00","Cosplay","","Want to look better in your cosplay photos? Want to make quick hallway snapshots look as good as a staged photoshoot? It’s possible with a little posing practice! Come learn the secrets of creating flattering and dynamic poses for any character, as well as how to use setting and props to best effect.","","","","","0","11","0","N","EMC IV","","","","","","","","","","","","ce7ee7311fa3e88d3a3cced3810dd821","931359","Alena Van Arendonk","","","","",""
"93","Y","Cookbook Lovers Unite","2019-05-04 20:00:00","2019-05-04 21:00:00","Food","","In spite of millions of recipes available on the Internet, some of us still love to collect and cook from cookbooks. This panel is for all you cookbook lovers (and wanna-be lovers) out there. Come share your favorite cookbooks, discuss what qualities make a great cookbook versus a, well, not-so-good cookbook, and compare notes on the tricky issue of how to organize a large cookbook collection.","","","","","0","7","0","N","Montcalm","","","","","","","","","","","","cf0769a35ec1803ad04743e87af075cc","931326","Lisa Leutheuser","","","","",""
"136","Y","Unpublished Prototype: GaiaVora","2019-05-03 15:00:00","2019-05-03 16:00:00","Gaming","","BG; Players fill the rotating cardboard planet of Gaia with verdant life. Arrange your carnivores, herbivores, and plants, so you can eat your opponents, under the light of Vora, the moon. Survive on the highest stacks of land tiles, when the final meteor strikes!","","","","","0","6","0","N","Gaming (TC's Room)","","","","","","","","","","","","cf2f06708ef64bf7af54d0d6b17d22a6","931386","Nemo Rathwald","","","","",""
"186","Y","Tux Blended Breathe and Stretch","2019-05-04 10:00:00","2019-05-04 11:00:00","Life","","A yoga class for Penguicon that mixes fiery vinyasa poses with more restorative yin postures.","","","","","0","5","0","N","Algonquin A","","","","","","","","","","","","cfcb90d3624021195e02d06584aabd24","931341","William Bowen","","","","",""
"380","Y","Reading: Jen Haeger & Leslie Gulvas","2019-05-04 17:00:00","2019-05-04 18:00:00","Lit","","The authors read from their works.","","","","","0","0","0","N","Author Readings Room","","","","","","","","","","","","d0bea0a12f542ee547d9d0c1a5c69389","935098","Jen Haeger, Leslie Gulvas","","","","",""
"228","Y","Selected Reading by Saladin Ahmed","2019-05-03 19:00:00","2019-05-03 20:00:00","Lit","","Come enjoy some of Saladin's favorite excerpts from his selected works. Followed by a Q & A session.","","","","","0","9","0","N","Algonquin B","","","","","","","","","","","","d11286652dfe044c47f65c54d29bad60","931395","Saladin Ahmed","","","","",""
"333","Y","Autonomous Cars: Learning and Teaching with Autonomous Tech","2019-05-04 19:00:00","2019-05-04 20:00:00","Tech","","Learn the skills to create your own autonomous vehicle (AV) on the cheap! This will be a 90% hands on session that will teach you how to teach others about robotics and how to make one for yourself!","","","","","0","7","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","d11fd46455d6eed439dfa3c76f698dea","931398","Marc Sturzl","","","","",""
"370","Y","Selling Your Work At A Renaissance Faire","2019-05-04 17:00:00","2019-05-04 18:00:00","Life","","Have you thought about having your own Renaissance Festival booth? We took the plunge and built a booth at GLMF last summer and we're building a second one this year, Forsooth! come and partake of what we've learned, share your own ren booth experiences, we'll answer as many of your questions as we can.","","","","","0","1","0","N","Montcalm","","","","","","","","","","","","d1e9e79726124387ce4c2a812a286ef8","931326","Valerie Hibbard","","","","",""
"234","Y","Penguin Hunt","2019-05-03 16:00:00","2019-05-05 16:00:00","Mayhem","","Hunt down the elusive alien race of Pengui who are here because they thought Penguicon was a call from their mothership to send them home. They are a friendly but skittish bunch so we ask that you only observe them where they are by taking their picture. You will be rewarded for your skills of observation when you present your captured image to the ConChair, Jessica Roland.","","","","","0","6","0","N","Various Location","","","","","","","","","","","","d31b789fe58b340699426920c24085e5","931401","","","","","",""
"104","Y","How to make your GM Curse: Playing RPGs 101","2019-05-03 16:00:00","2019-05-03 17:00:00","Gaming","","One of a series of three RPG panels. While your GM sits behind his screen, sometimes it easy to forget that playing RPGs is a two way street. Come and explore ways to spice up your game from your side of the screen and become a better player in the process.","","","","","0","11","0","N","EMC V","","","","","","","","","","","","d39b9c33edf767d64b9f37a707d4d079","931353","Byron Pepper","","","","",""
"51","Y","People R Us: People with Disabilities II","2019-05-05 12:00:00","2019-05-05 14:00:00","Diversity","","If you've ever walked the halls of Penguicon during a break between tracks, you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together, relax, and start meaningful conversations. Focus: People with Disabilities","","","","","0","4","0","N","People R Us [1017]","","","","","","","","","","","","d3a6416c868e90cef42f4b3b900dd804","931374","Josie Kusner","","","","",""
"364","Y","Movie: Back to the Future","2019-05-05 12:00:00","2019-05-05 14:00:00","Media","","","","","","","0","3","0","N","Portage Auditorium","","","","","","","","","","","","d454eab8851b2e3674ab9e89a387d481","931320","","","","","",""
"301","Y","Agile Escape Room","2019-05-05 13:00:00","2019-05-05 14:00:00","Tech","","It’s the agile zombie Apocalypse. You and your friends are trapped and all that stands between you and lunch is a locked door and three puzzle boxes. Each puzzle, once solved becomes an important component of the key. Every team must solve all three of their puzzles in order to complete the key. There is one key to rule them all. Only then may you leave the room before it’s you who becomes lunch. Are you willing to stake the lives of your team on your agile knowledge? Oh and by the way, how closely did you follow Scrum and agile principles in obtaining your release?","","","","","0","7","0","N","EMC III","","","","","","","","","","","","d4cb1ad34447201318cf6b2134f906a0","931356","Ericka Kahler, Donald Mark Haynes, Doug Johnson","","","","",""
"222","Y","Write Your Own Choose Your Own Adventure!","2019-05-04 17:00:00","2019-05-04 18:00:00","Lit","","Excited by the possibilities after checking out Black Mirror: Bandersnatch? Learn the behind the scenes process of mapping out and writing your very own Choose Your Own Adventure story!","","","","","0","5","0","N","EMC V","","","","","","","","","","","","d6412e6fb037e4ce262247f6933f72e8","931353","Mike Madigan","","","","",""
"268","Y","Self-publishing Comics and Books","2019-05-04 12:00:00","2019-05-04 13:00:00","Media","","This talk will help current and future writers learn how to self-publish and promote their work.","","","","","0","3","0","N","EMC III","","","","","","","","","","","","d75aebf2fe2989e1a06fd5f7fe7b27c3","931356","Stephanie Manard","","","","",""
"178","Y","50 Minutes of Easy Research on LGBTQ People","2019-05-03 19:00:00","2019-05-03 20:00:00","Life","","Are you a writer/creator who wants to include LGBTQ people in your content? Have you already written queer and trans characters but want to make them deeper and more complex? Do you just have some really burning questions about something LGBTQ related that you just haven't felt comfortable asking? Well, here's your chance. Our panelists will answer your questions about pretty much anything (within reason, of course), and give you the easiest research you've done on a LGBTQ experiences.","","","","","0","8","0","N","Charlevoix B","","","","","","","","","","","","d98cfaf62f188ccdf6619d5e0ce5e9d2","931344","Mari Brighe, Brigham Vaughn, Hank Edwards","","","","",""
"347","Y","What It's Like to Own Your OS v3","2019-05-05 09:00:00","2019-05-05 10:00:00","Tech","","In the first year of this talk we discussed the meaning of owning a linux machine. In the second year we discussed a little more of why it should be important to you (aka, what nasty things the more commercial OSes had been doing lately). This year we will do a practicum with some hands-on what-it's-like to do work and gaming on a modern linux machine. As in the past there will be a few USB thumb drives to give away for those ready to take the plunge. Looking for volunteers to help with demonstration and/or equipment.","","","","","0","2","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","d9b98d163174d5a40f6f38f74bc99b99","931398","Craig Hibbard","","","","",""
"128","Y","Making Your Gaming Dollars Go Farther","2019-05-04 13:00:00","2019-05-04 14:00:00","Gaming","","Now is a great time to be a gamer. There are more games, miniatures, and accessories than anyone could ever imagine. Sadly, most of them cost money. Disposable income is a finite resource, but if there is one thing that gamers can be good at it is managing resources. I'm a single dad of two kids so I try to make every dollar I spend on gaming stretch as far as possible. Let's share tips and secrets.","","","","","0","8","0","N","Montcalm","","","","","","","","","","","","d9f67ace0d08b68de1e42fc185cac776","931326","John Patrick","","","","",""
"311","Y","Linux 101: Create Installation Media","2019-05-03 20:00:00","2019-05-03 21:00:00","Tech","","Learn how to make a Linux installation disc/usb for beginners and how to install linux on a machine. Limited availability. Sign up at ops.","","","","","0","2","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","db16bff201925f079c15f6bf3885285c","931398","Zena Jasenak, Nick Lelli","","","","",""
"219","Y","Self-Publishing 2019","2019-05-04 09:00:00","2019-05-04 10:00:00","Lit","","Self-publishing is no longer the hot new way to publish. It's not quite mature, but the options and tools have dramatically increased. It's not just 'shove a book up on Amazon and profit;' we can sell hardcovers in Malaysia and audiobooks in China. Is self-publishing for you? What tools do you need? What works? What used to work, but doesn't anymore? How do you self-publish? SHOULD you self-publish? Would pro basketball be a better career goal? Come find out!","","","","","0","8","0","N","Nicolet","","","","","","","","","","","","dba4cd965598b57141b43a0378c1b4d8","931329","Michael W. Lucas, Colleen Nye","","","","",""
"386","Y","Author Office Hours with Jen Haeger","2019-05-03 18:00:00","2019-05-03 19:00:00","Lit","","Have a question about life, the universe, or publishing? Come chat with the author and find out all the answers to your burning questions.","","","","","0","0","0","N","Writer's Block ","","","","","","","","","","","","dbc5390baf50f9904699f2aa34006ee0","935101","Jen Haeger","","","","",""
"216","Y","You're Only as Good as Your Villain is Bad","2019-05-05 09:00:00","2019-05-05 10:00:00","Lit","","Every good heroine needs an appropriate villain. We've all heard the old saw that everyone is the hero in their own story, but what goes in to writing a believable villain? Come explore the dark side!","","","","","0","13","0","N","Nicolet","","","","","","","","","","","","dbce150d82a1562e7349e42b78d7dc6a","931329","Cassandra Morgan, Michael Cieslak","","","","",""
"85","Y","The Exciting World of Vegan Cheese Part II with Amy & Amy","2019-05-04 16:00:00","2019-05-04 17:00:00","Food","","Join the Vegan Amys for another scrumptious vegan cheese adventure! We'll talk about all things vegan cheese: what it is, where to buy it, and of course what it tastes like with a smorgasbord of purchased and homemade cheeses. You'll learn about cool vegan cheese making techniques, including methods of culturing and aging. Plus we'll demo one of our own cheese recipes! You’ll go home with plenty of recipes to make your own delicious plant-based cheeses at home","","","","","0","15","0","N","Food [317]","","","","","","","","","","","","dc49072360d957849fb78483ddf53ee0","931350","Amy Wright, Amy Wilkins","","","","",""
"374","Y","Comedy Fanfiction Showcase","2019-05-05 12:00:00","2019-05-05 13:00:00","Lit","","Enjoy FanFiction the way that it is meant to be, a way to reach deep and find the butt jokes hiding in the Secret Chambers with Harry. Come and enjoy original pieces of comedic fanfiction ranging from The X-Files to Harry Potter! Join us for belly laughs, poking fun at pop culture while still loving it, and free hugs will be dispensed to those who want them!","","","","","0","3","0","N","Algonquin C/D","","","","","","","","","","","","dd2d4f4d197f85e81cc26e3fce79c95c","931392","Joe Harvey, Mary Brandt, Dave Kish, Adam Clifford, Molly Zigler","","","","",""
"260","Y","Surviving Social Media Visibility","2019-05-05 11:00:00","2019-05-05 12:00:00","Media","","Social media has provided many people the opportunity to make a name for themselves and build a following in ways that were never possible before. However, finding success and a platform comes with many downsides. Harassment, stalkers, hate mail, threats of violence, doxxing, and burnout are all common experiences for those with significant social media visibility. We'll discuss the best and worst of social media experiences, and how we learn to cope.","","","","","0","8","0","N","Portage Auditorium","","","","","","","","","","","","dd3e5ddd6e3c06a49f008173dad1cd14","931320","Mari Brighe","","","","",""
"357","Y","Geeky Burlesque","2019-05-03 21:00:00","2019-05-03 23:00:00","Special Event","","Burlesque is a free musical expression of the self. Penguicon is excited to present a Geeky Burlesque show on Friday at 9pm! Come hang out and cheer on your brave fellow attendees as they get on stage and let it all (or most of it) out. There will be ribbons available for those who attend! There is no tipping allowed this year. 18+ only, please, ID will be checked at the door.","","","","","0","25","0","N","Algonquin C/D","","","","","","","","","","","","ddaa9b0af1163a21cb85b89958584b03","931392","","","","","",""
"147","Y","Isle of Skye","2019-05-03 20:00:00","2019-05-03 21:00:00","Gaming","","BG 2–5 players; Players are chieftains of famous clans and want to build their kingdoms to score as many points as possible—but in each game only four of the sixteen scoring tiles will be scored.","","","","","0","3","0","N","Gaming (TC's Room)","","","","","","","","","","","","de2c7ed922591a0c6789097d49100080","931386","The Wandering Meeple","","","","",""
"286","Y","Electronics Wreck Lab and Scavenger Hunt","2019-05-04 14:00:00","2019-05-04 16:00:00","Science","","Get some tools in hand and take apart some electronics! See what’s inside and follow along with the scavenger hunt to find various electronics components and learn what they do. Capacitors, resistors, and diodes, oh my!","","","","","0","2","0","N","EMC I","","","","","","","","","","","","de81c561de8922f2f051b13405ff85c3","931377","Karen Corbeill","","","","",""
"122","Y","Pandemic","2019-05-05 14:00:00","2019-05-05 15:00:00","Gaming","","BG 2-4 players; Several virulent diseases have broken out simultaneously all over the world! The players are disease-fighting specialists whose mission is to treat disease hotspots while researching cures for each of four plagues before they get out of hand.","","","","","0","3","0","N","Gaming (TC's Room)","","","","","","","","","","","","e00e5384dbc816531fd2e4e1cc35f48c","931386","Heather Williams","","","","",""
"109","Y","The GRAM Role-Playing Game: Introductory Demo","2019-05-04 12:00:00","2019-05-04 13:00:00","Gaming","","RPG; Join us for a demonstration of the GRAM role playing game led by one of the game designers.","","","","","0","2","0","N","Gaming (TC's Room)","","","","","","","","","","","","e09031d5c26377acc80b6ea365ab2fd2","931386","Cyndi Chadwick","","","","",""
"325","Y","Building Your Own Retro Gaming Console with RetroPie","2019-05-04 15:00:00","2019-05-04 16:00:00","Tech","","Attendees will be shown how to build their own retro gaming console, built on Raspberry Pi and running RetroPie, a Raspbian-based distribution tailored toward emulating classic gaming consoles. The talk will include an overview of the hardware required, and there will also be some gameplay demos.","","","","","0","9","0","N","Algonquin B","","","","","","","","","","","","e1783df1a347ca1fc7069b7537a3fc06","931395","Jay LaCroix","","","","",""
"208","Y","Music in Science Fiction","2019-05-04 10:00:00","2019-05-04 11:00:00","Lit","","Join us for discussion between music scholars and the audience about the role of music in science fiction film and television.","","","","","0","9","0","N","Algonquin B","","","","","","","","","","","","e18c67cae73bedb3b6bfb5ea35634342","931395","Reba Wissner, Jessica Getman, Brooke McCorkle, Evan Ware","","","","",""
"215","Y","Finding Your Next Book","2019-05-04 18:00:00","2019-05-04 19:00:00","Lit","","Where do you go when you need a recommendation for your next book/graphic novel/series? The panel will discuss numerous possibilities including Amazon recommendations, Goodreads, podcasts, literary magazines, and good old word of mouth.","","","","","0","6","0","N","Baldwin","","","","","","","","","","","","e1fff9aea091c328d80362ca65f50389","931389","Mary Lynne Gibbs, Michael Cieslak","","","","",""
"47","Y","People R Us: Neurodiversity: and ASD II","2019-05-04 13:00:00","2019-05-04 15:00:00","Diversity","","If you've ever walked the halls of Penguicon during a break between tracks, you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together, relax, and start meaningful conversations. Focus: Neurodiversity and ASD","","","","","0","6","0","N","People R Us [1017]","","","","","","","","","","","","e2b0c86a966ee9ed3a9f94b01993d90f","931374","Mike Ward, Josie Kusner","","","","",""
"220","Y","Blocking Writer's Block","2019-05-04 11:00:00","2019-05-04 12:00:00","Lit","","The dreaded writer's block. What is it, and how do you get rid of it? Our panelists will ponder this pernicious plague upon creativity, and how to root it out of your writing practice. Writer's block can be beaten. We've done it.","","","","","0","10","0","N","Baldwin","","","","","","","","","","","","e2bca104967512245517ee3bf13093e2","931389","Vik K. Walker, Fred Paffhausen, Michael W. Lucas, Colleen Nye","","","","",""
"213","Y","Ray Bradbury: A Fan Discussion","2019-05-03 16:00:00","2019-05-03 17:00:00","Lit","","Bradbury's work crossed genre lines, publishing works in science fiction, fantasy, horror, and mystery. Come join other fans to discuss his work.","","","","","0","7","0","N","Baldwin","","","","","","","","","","","","e3491f4212b1358ef115010bb5e0fe57","931389","Sarah Elkins, Michael Cieslak","","","","",""
"384","Y","Reading: G.S. Scott & Diana Kathryn Plopa","2019-05-05 12:00:00","2019-05-05 13:00:00","Lit","","The authors read from their works.","","","","","0","0","0","N","Author Readings Room","","","","","","","","","","","","e380449b24ade83cd3a0391e82a7a7c3","935098","G.S. Scott, Diana Kathryn Plopa","","","","",""
"363","Y","Movie: Spiderman: Into the Spiderverse","2019-05-04 18:00:00","2019-05-04 20:00:00","Media","","","","","","","0","2","0","N","Portage Auditorium","","","","","","","","","","","","e3f9c71726a7e59539f24ed8ce449517","931320","","","","","",""
"20","Y","Burlesque 101","2019-05-04 17:00:00","2019-05-04 18:00:00","Life","","Learn a brief history of burlesque, and some basic moves for you to incorporate into your repertoire, whether you are dancing for yourself, a partner, or an audience! Burlesque is for every body, and this panel is appropriate for anyone 18+ that is interested in the art of the tease.","","","","","0","29","0","N","Algonquin A","","","","","","","","","","","","e407fe52689c4dbf199652d4c093064f","931341","Tommy Gun, Darryn Storm","","","","",""
"144","Y","Dice Forge","2019-05-03 12:00:00","2019-05-03 13:00:00","Gaming","","BG 2-4 players; Development game featuring innovative mechanics based on dice with removable faces. In this dice crafting game, players build their own dice. Roll your dice, manage your resources, complete ordeals before your opponents and explore multiple winning strategies.","","","","","0","3","0","N","Gaming (TC's Room)","","","","","","","","","","","","e455d685d5636550b518c9affc8e708f","931386","The Wandering Meeple","","","","",""
"270","Y","So this is your first Penguicon...","2019-05-03 17:00:00","2019-05-03 18:00:00","Penguicon","","So it's your first time! One of us! One of us! Great, now that you're here, how do you do it right? What's up with the ribbons? How do you pick what you want do when soooomg many things are going on? Where's the free beer? What happened to the brazilian beef? Why is hand sanitizer terrible salad dressing? Learn some survival tips and hear some heart-warming stories from some seasoned experts, previous conchairs, and convention organizers!","","","","","0","9","0","N","Algonquin B","","","","","","","","","","","","e4bc489a5fd23bc740fe04f8a69ce33c","931395","Cassy Sinke, Lithie Dubois, Janet Gocay, Scott Kennedy, Jessica Ann Roland, Nuri Gocay","","","","",""
"350","Y","Modular Synthesizers: The Lego of Electronic Music","2019-05-04 09:00:00","2019-05-04 10:00:00","Tech","","Learn the basics of modular synths, how they originated, how they work, and why they are so awesome.There will be a demonstration using a software synthesizer program and a short live performance using the presenter's own modular setup.","","","","","0","10","0","N","EMC II","","","","","","","","","","","","e5ce11017f7edcc5a467759f6dc6b262","931368","Jon King","","","","",""
"343","Y","Understanding USB: Why This Cable Works, and That One Doesn't","2019-05-05 13:00:00","2019-05-05 14:00:00","Tech","","In a sane world, if a cable fits, plugging it in would always do what you expect. Generally that’s true, whether you're plugging in a toaster, or connecting something to your TV’s HDMI port. USB, on the other hand, is a complete dumpster fire. Different generations, protocols, alternate modes, and proprietary charging specs mean that it can take an appallingly long time to copy a file or charge your phone. You'll walk away from this talk, knowing how the messy USB standard works, and the secret to why some of your cables, chargers, and devices just don't seem to like each other.","","","","","0","6","0","N","Charlevoix B","","","","","","","","","","","","e6421928bf88a6f06259f2eb949848c7","931344","Henry Marshall","","","","",""
